match_id,date,team_id,team_name,local_ultimos_5_partidos,local_ultimos_5_ganados,local_ultimos_5_empatados,local_ultimos_5_perdidos,local_ultimos_5_goles_favor,local_ultimos_5_goles_contra,local_ultimos_5_diferencia_gol,local_ultimos_5_puntos,local_ultimos_5_prom_goles_favor,local_ultimos_5_prom_goles_contra,visitante_ultimos_5_partidos,visitante_ultimos_5_ganados,visitante_ultimos_5_empatados,visitante_ultimos_5_perdidos,visitante_ultimos_5_goles_favor,visitante_ultimos_5_goles_contra,visitante_ultimos_5_diferencia_gol,visitante_ultimos_5_puntos,visitante_ultimos_5_prom_goles_favor,visitante_ultimos_5_prom_goles_contra
m_1P4cPw,2026-02-03,t_0bW0AU,Banfield,1,0,1,0,1,1,0,1,1.0,1.0,1,0,0,1,0,1,-1,0,0.0,1.0
m_2MVqzf,2026-02-08,t_0bW0AU,Banfield,2,1,1,0,3,2,1,4,1.5,1.0,1,0,0,1,0,1,-1,0,0.0,1.0
m_3g6NsD,2026-02-14,t_0bW0AU,Banfield,2,1,1,0,3,2,1,4,1.5,1.0,2,0,0,2,0,2,-2,0,0.0,1.0
m_4dWdyt,2026-02-21,t_0bW0AU,Banfield,3,1,1,1,3,4,-1,4,1.0,1.3333333333333333,2,0,0,2,0,2,-2,0,0.0,1.0
m_25L4uT,2026-02-26,t_0bW0AU,Banfield,4,2,1,1,6,4,2,7,1.5,1.0,2,0,0,2,0,2,-2,0,0.0,1.0
m_0KBmAa,2026-03-03,t_0bW0AU,Banfield,4,2,1,1,6,4,2,7,1.5,1.0,3,0,0,3,1,5,-4,0,0.3333333333333333,1.6666666666666667
m_2bEX07,2026-03-11,t_0bW0AU,Banfield,5,3,1,1,8,4,4,10,1.6,0.8,3,0,0,3,1,5,-4,0,0.3333333333333333,1.6666666666666667
m_0FP8kh,2026-03-15,t_0bW0AU,Banfield,5,3,0,2,8,5,3,9,1.6,1.0,3,0,0,3,1,5,-4,0,0.3333333333333333,1.6666666666666667
m_3Ol2iT,2026-03-21,t_0bW0AU,Banfield,5,3,0,2,8,5,3,9,1.6,1.0,4,0,0,4,2,7,-5,0,0.5,1.75
m_1ABinW,2026-04-06,t_0bW0AU,Banfield,5,3,0,2,7,4,3,9,1.4,0.8,4,0,0,4,2,7,-5,0,0.5,1.75
m_2pE60O,2026-04-13,t_0bW0AU,Banfield,5,3,0,2,7,4,3,9,1.4,0.8,5,0,0,5,4,10,-6,0,0.8,2.0
